index,customer_id,order_date,order_id,pages_visited,tshirt_category,tshirt_price,tshirt_quantity,user_agent
4055,184806,03/01/2015,HTS-184806-0002,7,Hoodie,23,1,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4056,sg7yon,17/07/2016,HTS-sg7yon-0002,8,Hoodie,23,4,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4057,81604,26/02/2017,HTS-081604-0002,13,Hoodie,23,3,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4058,cuemum,18/01/2017,HTS-cuemum-0001,14,Hoodie,23,1,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4059,kv5yk4,26/07/2016,HTS-kv5yk4-0002,15,Hoodie,23,2,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4060,66hccb,17/01/2017,HTS-66hccb-0002,16,Hoodie,23,2,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4061,167575,10/11/2015,HTS-167575-0004,7,Hoodie,23,2,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4062,507991,16/03/2016,HTS-507991-0005,8,Hoodie,23,2,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4063,9jtcbn,22/03/2016,HTS-9jtcbn-0001,9,Hoodie,23,1,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4064,c9ramg,27/10/2016,HTS-c9ramg-0001,15,Hoodie,23,1,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4065,onbqmh,23/10/2015,HTS-onbqmh-0001,16,Hoodie,23,1,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4066,507991,31/08/2013,HTS-507991-0001,16,Hoodie,23,1,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4067,363701,02/10/2014,HTS-363701-0002,9,Hoodie,23,2,Mozilla/5.0 (X11| Ubuntu| Linux x86_64| rv:51.0) Gecko/20100101 Firefox/51.0
4068,213893,01/06/2015,HTS-213893-0003,14,Hoodie,23,2,Mozilla/5.0 (X11| Ubuntu| Linux x86_64| rv:51.0) Gecko/20100101 Firefox/51.0
4069,218138,15/08/2016,HTS-218138-0004,5,Hoodie,23,1,Mozilla/5.0 (Macintosh| Intel Mac OS X 10.12| rv:51.0) Gecko/20100101 Firefox/51.0
4070,218138,30/11/2013,HTS-218138-0001,9,Hoodie,23,2,Mozilla/5.0 (Macintosh| Intel Mac OS X 10.12| rv:51.0) Gecko/20100101 Firefox/51.0
4071,474525,05/11/2016,HTS-474525-0001,10,Hoodie,23,1,Mozilla/5.0 (Macintosh| Intel Mac OS X 10.12| rv:51.0) Gecko/20100101 Firefox/51.0
4072,218138,15/09/2015,HTS-218138-0003,13,Hoodie,23,3,Mozilla/5.0 (Macintosh| Intel Mac OS X 10.12| rv:51.0) Gecko/20100101 Firefox/51.0
4073,440801,18/11/2016,HTS-440801-0001,15,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4074,229588,11/09/2016,HTS-229588-0002,9,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4075,104030,14/11/2015,HTS-104030-0001,14,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4076,545645,13/11/2014,HTS-545645-0002,15,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4077,640092,31/12/2013,HTS-640092-0001,7,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4078,139383,05/10/2014,HTS-139383-0001,8,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4079,455256,13/04/2017,HTS-455256-0002,11,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4080,139383,14/06/2015,HTS-139383-0002,12,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4081,713416,12/03/2014,HTS-713416-0001,17,Hoodie,23,21,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4082,50650,30/06/2015,HTS-050650-0002,4,Hoodie,23,3,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4083,353358,30/11/2016,HTS-353358-0003,7,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4084,638955,21/09/2014,HTS-638955-0002,7,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4085,767198,02/03/2016,HTS-767198-0004,7,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4086,50650,14/02/2017,HTS-050650-0004,9,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4087,121147,23/07/2015,HTS-121147-0002,9,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4088,987686,17/03/2017,HTS-987686-0002,9,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4089,ft7ipt,13/08/2016,HTS-ft7ipt-0001,10,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4090,351859,25/07/2016,HTS-351859-0001,10,Hoodie,23,4,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4091,215224,11/03/2015,HTS-215224-0002,11,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4092,17817,01/03/2016,HTS-017817-0001,11,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4093,233280,24/05/2016,HTS-233280-0003,11,Hoodie,23,21,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4094,400677,19/11/2014,HTS-400677-0001,12,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4095,220498,06/10/2015,HTS-220498-0002,12,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4096,638955,01/12/2013,HTS-638955-0001,13,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4097,387997,13/02/2016,HTS-387997-0001,14,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4098,rjb7sz,07/01/2016,HTS-rjb7sz-0001,14,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4099,987686,22/04/2016,HTS-987686-0001,15,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4100,233280,25/02/2017,HTS-233280-0004,16,Hoodie,23,19,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4101,uarome,05/11/2015,HTS-uarome-0001,19,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4102,39454,13/12/2016,HTS-039454-0004,7,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4103,270311,27/11/2015,HTS-270311-0002,9,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4104,860469,22/11/2016,HTS-860469-0003,11,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4105,32hd1j,10/05/2016,HTS-32hd1j-0002,11,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4106,p9ulmg,12/10/2015,HTS-p9ulmg-0001,12,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4107,320203,23/09/2016,HTS-320203-0001,13,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4108,916352,11/09/2013,HTS-916352-0001,14,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4109,7356,07/11/2013,HTS-007356-0001,14,Hoodie,23,4,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4110,916352,06/05/2014,HTS-916352-0002,16,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4111,736925,30/04/2015,HTS-736925-0001,16,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
4112,652097,22/08/2016,HTS-652097-0003,3,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4113,49054,05/11/2016,HTS-049054-0003,6,Hoodie,23,3,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4114,141195,23/02/2017,HTS-141195-0001,7,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4115,0c7e97,14/11/2015,HTS-0c7e97-0001,8,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4116,704564,04/06/2016,HTS-704564-0005,8,Hoodie,23,2,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4117,519993,16/06/2016,HTS-519993-0003,9,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4118,920236,07/08/2015,HTS-920236-0003,9,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4119,704564,24/12/2014,HTS-704564-0003,9,Hoodie,23,2,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4120,768682,01/02/2017,HTS-768682-0002,10,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4121,100623,05/11/2014,HTS-100623-0001,11,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4122,668537,22/09/2016,HTS-668537-0001,11,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4123,f34xbi,11/03/2016,HTS-f34xbi-0001,11,Hoodie,23,4,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4124,768682,05/05/2015,HTS-768682-0001,12,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4125,538173,21/12/2015,HTS-538173-0003,13,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4126,49054,25/11/2014,HTS-049054-0001,13,Hoodie,23,2,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4127,260399,05/02/2015,HTS-260399-0001,14,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4128,784438,21/09/2016,HTS-784438-0002,14,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4129,2olk9c,11/10/2015,HTS-2olk9c-0001,15,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4130,538173,24/08/2014,HTS-538173-0001,18,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4131,oyh7wa,10/06/2016,HTS-oyh7wa-0002,18,Hoodie,23,19,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4132,704816,02/11/2014,HTS-704816-0001,5,Hoodie,23,2,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
4133,894996,05/06/2015,HTS-894996-0001,9,Hoodie,23,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
4134,205001,25/11/2015,HTS-205001-0002,9,Hoodie,23,2,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
4135,814958,25/11/2015,HTS-814958-0001,13,Hoodie,23,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
4136,954843,02/06/2016,HTS-954843-0002,8,Hoodie,23,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:52.0) Gecko/20100101 Firefox/52.0
4137,954843,15/10/2014,HTS-954843-0001,13,Hoodie,23,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:52.0) Gecko/20100101 Firefox/52.0
4138,1jm97t,27/12/2015,HTS-1jm97t-0001,14,Hoodie,23,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:52.0) Gecko/20100101 Firefox/52.0
4139,71480,25/10/2014,HTS-071480-0001,9,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
4140,0l95ic,28/10/2015,HTS-0l95ic-0001,16,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
4141,574399,24/02/2016,HTS-574399-0003,6,Hoodie,23,2,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
4142,184256,27/02/2017,HTS-184256-0002,6,Hoodie,23,2,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
