index,customer_id,order_date,order_id,pages_visited,tshirt_category,tshirt_price,tshirt_quantity,user_agent
12,1b0lnt,16/01/2016,HTS-1b0lnt-0002,15,White T-Shirt M,20,1,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
13,198773,17/01/2015,HTS-198773-0002,5,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
14,476084,20/07/2014,HTS-476084-0001,11,White T-Shirt M,20,2,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
15,907041,20/05/2016,HTS-907041-0002,14,White T-Shirt F,18,3,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
16,399607,09/03/2014,HTS-399607-0002,12,White T-Shirt M,20,5,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
17,610587,08/01/2017,HTS-610587-0004,5,Hoodie,23,1,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
18,707341,03/10/2014,HTS-707341-0003,8,Black T-Shirt M,19,3,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
19,pq3m7c,08/09/2015,HTS-pq3m7c-0001,11,Hoodie,23,1,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:52.0) Gecko/20100101 Firefox/52.0
20,0lkdil,19/12/2016,HTS-0lkdil-0002,8,Black T-Shirt F,"17,5",1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
21,318409,02/08/2015,HTS-318409-0001,19,Black T-Shirt M,19,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
22,964210,15/09/2014,HTS-964210-0002,6,Black T-Shirt F,"17,5",1,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
23,162811,23/06/2015,HTS-162811-0002,6,Black T-Shirt M,19,3,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
24,760379,26/08/2013,HTS-760379-0001,14,Hoodie,23,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
25,710433,28/01/2015,HTS-710433-0001,11,White T-Shirt F,18,1,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
26,kuqsq1,06/12/2016,HTS-kuqsq1-0002,16,Black T-Shirt F,"17,5",1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
27,bv8gw3,11/11/2016,HTS-bv8gw3-0001,13,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
28,3uouz3,22/08/2016,HTS-3uouz3-0001,15,White T-Shirt M,20,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
29,grd2ue,12/08/2015,HTS-grd2ue-0001,16,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
30,495119,27/01/2014,HTS-495119-0001,13,Tennis Shirt,24,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
31,vz1jgr,25/11/2016,HTS-vz1jgr-0001,6,White T-Shirt F,18,2,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
32,75826,13/04/2016,HTS-075826-0003,6,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
33,958838,12/03/2015,HTS-958838-0001,15,White T-Shirt M,20,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
34,301810,25/12/2015,HTS-301810-0003,10,Hoodie,23,3,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
35,917138,01/05/2015,HTS-917138-0002,17,White T-Shirt M,20,2,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
36,lby2fl,08/08/2016,HTS-lby2fl-0001,6,White T-Shirt M,20,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
37,797630,21/10/2016,HTS-797630-0004,12,Black T-Shirt F,"17,5",2,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
38,moudrf,27/12/2016,HTS-moudrf-0003,11,White T-Shirt F,18,4,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
39,116680,27/10/2014,HTS-116680-0001,7,Black T-Shirt F,"17,5",1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
40,5j3r5q,20/09/2016,HTS-5j3r5q-0001,12,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
41,882780,25/09/2014,HTS-882780-0002,15,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
42,qgqhv6,16/10/2016,HTS-qgqhv6-0001,21,White T-Shirt F,18,1,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
43,ar83mg,22/07/2015,HTS-ar83mg-0001,9,Tennis Shirt,24,2,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
44,442064,03/01/2017,HTS-442064-0003,8,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
45,286810,13/12/2013,HTS-286810-0002,10,Bl Tshirt F,"17,5",1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
46,273332,10/11/2014,HTS-273332-0001,19,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
47,916341,18/04/2015,HTS-916341-0002,11,Hoodie,23,2,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
48,481997,14/10/2014,HTS-481997-0001,12,Black T-Shirt F,"17,5",3,Mozilla/5.0 (Windows NT 6.1| WOW64| Trident/7.0| rv:11.0) like Gecko
49,877835,09/12/2015,HTS-877835-0002,15,Hoodie,23,3,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
50,6ipkrh,13/02/2017,HTS-6ipkrh-0002,11,Black T-Shirt F,"17,5",3,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
51,919747,20/12/2015,HTS-919747-0004,12,White T-Shirt F,18,2,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
52,9cuan5,25/03/2016,HTS-9cuan5-0001,10,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
53,842157,11/03/2015,HTS-842157-0002,11,Black T-Shirt M,19,5,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
54,279650,22/09/2013,HTS-279650-0001,17,Hoodie,23,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
55,ggj8vc,30/12/2015,HTS-ggj8vc-0001,9,White T-Shirt F,18,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
56,771496,12/02/2017,HTS-771496-0001,19,Hoodie,23,1,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
57,7955,08/03/2016,HTS-007955-0001,13,Tennis Shirt,24,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
58,738171,26/10/2016,HTS-738171-0005,10,Black T-Shirt M,19,3,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
59,995267,20/03/2015,HTS-995267-0002,15,White T-Shirt F,18,5,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
60,103700,28/12/2015,HTS-103700-0003,9,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
61,166680,09/12/2014,HTS-166680-0001,11,White T-Shirt M,20,16,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
62,6743,07/09/2015,HTS-006743-0002,12,Black T-Shirt F,"17,5",1,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
63,u1b11m,05/02/2017,HTS-u1b11m-0002,15,White T-Shirt M,20,1,Mozilla/5.0 (X11| Ubuntu| Linux x86_64| rv:51.0) Gecko/20100101 Firefox/51.0
64,411983,26/06/2015,HTS-411983-0003,12,White T-Shirt M,20,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
65,611054,25/01/2016,HTS-611054-0001,8,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
66,766952,02/02/2017,HTS-766952-0005,11,White T-Shirt M,20,3,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
67,b0hok2,27/12/2015,HTS-b0hok2-0001,18,Black T-Shirt M,19,3,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
68,vqcn42,19/09/2016,HTS-vqcn42-0002,14,White T-Shirt M,20,2,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
69,192588,06/11/2013,HTS-192588-0001,7,Hoodie,23,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
70,465652,28/08/2015,HTS-465652-0004,5,White T-Shirt F,18,14,Mozilla/5.0 (Windows NT 6.1| WOW64| Trident/7.0| rv:11.0) like Gecko
71,148331,02/08/2013,HTS-148331-0001,17,Tennis Shirt,24,3,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
72,702063,05/08/2014,HTS-702063-0002,10,White T-Shirt F,18,2,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
73,tsgo24,31/08/2016,HTS-tsgo24-0002,6,Hoodie,23,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
74,945715,22/10/2014,HTS-945715-0002,7,White T-Shirt F,18,2,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
75,a3jj90,07/08/2015,HTS-a3jj90-0001,10,White T-Shirt F,18,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
76,9pw0o5,19/06/2016,HTS-9pw0o5-0001,13,Hoodie,23,2,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:52.0) Gecko/20100101 Firefox/52.0
77,110892,03/02/2016,HTS-110892-0002,12,Hoodie,23,25,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
78,2osl9i,09/02/2017,HTS-2osl9i-0002,8,White T-Shirt F,18,2,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
79,15745,01/12/2015,HTS-015745-0003,11,Hoodie,23,3,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
80,462640,16/08/2016,HTS-462640-0003,6,Hoodie,23,1,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
81,915912,12/04/2016,HTS-915912-0005,10,Black T-Shirt M,19,4,"Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
82,318044,12/08/2016,HTS-318044-0002,13,Hoodie,23,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
83,548687,21/02/2017,HTS-548687-0004,8,Hoodie,23,4,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
84,sievog,15/11/2016,HTS-sievog-0002,8,White T-Shirt M,20,2,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
85,158219,17/10/2014,HTS-158219-0004,4,Black T-Shirt F,"17,5",2,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
86,zbupdg,03/06/2016,HTS-zbupdg-0001,7,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
87,346170,05/10/2014,HTS-346170-0001,9,Black T-Shirt F,"17,5",2,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
88,485440,22/11/2013,HTS-485440-0001,10,Wh Tshirt M,20,3,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
89,310310,01/03/2017,HTS-310310-0004,7,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
90,59199,16/07/2015,HTS-059199-0002,10,Black T-Shirt F,"17,5",1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
91,9hab0r,07/03/2017,HTS-9hab0r-0002,17,Tennis Shirt,24,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
92,768228,02/10/2014,HTS-768228-0001,9,Black T-Shirt F,"17,5",3,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
93,562002,01/12/2016,HTS-562002-0001,13,Black T-Shirt F,"17,5",1,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
94,718227,13/08/2015,HTS-718227-0001,19,Black T-Shirt M,19,1,Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
95,293235,03/10/2013,HTS-293235-0001,8,Bl Tshirt M,19,1,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
96,491676,29/12/2015,HTS-491676-0002,5,White T-Shirt M,20,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
97,635408,27/07/2014,HTS-635408-0002,12,Tennis Shirt,24,16,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
98,294526,18/09/2014,HTS-294526-0001,14,Black T-Shirt F,"17,5",2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
99,89402,31/08/2015,HTS-089402-0003,4,White T-Shirt M,20,2,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
100,198056,14/07/2016,HTS-198056-0001,16,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
101,11861,25/08/2015,HTS-011861-0002,5,Black T-Shirt F,"17,5",4,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
102,74702,03/09/2016,HTS-074702-0005,11,White T-Shirt M,20,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
103,159976,19/12/2014,HTS-159976-0001,14,Hoodie,23,19,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
104,249873,20/12/2014,HTS-249873-0001,11,White T-Shirt F,18,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
105,398537,11/09/2015,HTS-398537-0001,20,White T-Shirt F,18,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
106,1707t4,15/06/2016,HTS-1707t4-0002,11,Hoodie,23,2,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:52.0) Gecko/20100101 Firefox/52.0
107,550064,21/07/2015,HTS-550064-0002,13,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
108,166597,24/12/2014,HTS-166597-0004,12,Hoodie,23,3,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
109,608352,08/01/2016,HTS-608352-0003,10,Black T-Shirt F,"17,5",2,Mozilla/5.0 (Windows NT 6.1| WOW64| Trident/7.0| rv:11.0) like Gecko
110,266260,15/05/2013,HTS-266260-0001,12,Wh Tshirt M,20,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
111,266260,25/06/2016,HTS-266260-0009,2,Hoodie,23,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
112,919932,05/02/2016,HTS-919932-0003,10,Hoodie,23,1,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
113,124562,03/10/2015,HTS-124562-0004,8,White T-Shirt F,18,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
114,res9z8,11/12/2015,HTS-res9z8-0001,17,White T-Shirt M,20,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
115,146030,03/01/2017,HTS-146030-0001,12,White T-Shirt M,20,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
116,987945,18/03/2014,HTS-987945-0001,7,Black T-Shirt F,"17,5",12,Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
117,btom5o,06/04/2017,HTS-btom5o-0004,8,Hoodie,23,3,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
118,378589,30/03/2017,HTS-378589-0004,16,White T-Shirt M,20,3,"Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
119,129344,24/10/2014,HTS-129344-0001,12,White T-Shirt F,18,1,"Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
120,871783,14/08/2014,HTS-871783-0002,11,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
121,1v2h8p,13/07/2016,HTS-1v2h8p-0001,10,Hoodie,23,1,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
122,260176,15/12/2016,HTS-260176-0006,8,Hoodie,23,1,"Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
123,616717,19/12/2014,HTS-616717-0001,9,White T-Shirt F,18,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
124,32960,07/11/2014,HTS-032960-0002,17,Black T-Shirt M,19,4,"Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
